name,addr,tel,time
T봉선이마트(행사코드),광주시 남구 봉선로 198 2층(이마트)남구 봉선로 198 2,010-3054-3552,10:00 ~21:00
롯데수완직영,"광주시 광산구 장신로 98, 롯데아울렛 광주수완점 A관 2층",062-616-2277,10:00 ~20:00
롯데수완상설,"광주시 광산구 장신로 98, 롯데아울렛 광주수완점 A관 2층",062-616-2277,10:00 ~21:00
T송정,광주광역시 광산구 광산로21-1 (송정동),062-941-9292,10:00 ~21:00
T광주용봉,광주광역시 북구 설죽로224 (용봉동),062-523-1323,10:00 ~21:00
롯데마트상무점(행사),광주광역시 서구 시청로40 (치평동),010-6244-8453,10:00 ~21:00
반야월이마트,대구광역시 동구 안심로 389-2(신서동) 이마트 반야월점,053) 964-1333,10:00 ~21:00
월배이마트,대구광역시 달서구 진천로 92(대천동) 이마트월배점,053) 631-0600,10:00 ~21:00
만촌이마트,대구광역시 수성구 동원로 136(만촌동) 이마트 만촌점,053) 746-3335,10:00 ~21:00
현대대구,대구광역시 중구 달구벌대로 2077(계산동2가) 현대백화점 6층,053-245-2667,10:00 ~20:00
롯데상인,대구광역시 달서구 월배로 232(상인동),053-258-3552,10:00 ~20:00
엑스코(대구)NC,대구광역시 북구 유통단지로14길 22(산격동) NC아울렛2층,053-662-9332,10:00 ~20:00
대구신발,대구  서구  비산동 158-30,053)554-1029,10:00 ~21:00
대구상설,대구광역시 서구 국채보상로 443 (비산동),053)554-1029,10:00 ~21:00
대구직영점,대구광역시 중구 동성로 15130 (동성로2가),053)255-4611,10:00 ~21:00
T동아수성(백),대구광역시 수성구 지범로 191(범물동) 동아백화점수성점5층,053-783-6228,10:00 ~21:00
동아쇼핑(백),대구광역시 중구 달구벌대로 2085(덕산동) 동아쇼핑5층,053)255-7726,10:00 ~20:00
T월배이마트,"대구광역시 달서구 진천로 92, 이마트월배점 (대천동)",053-631-0600,10:00 ~21:00
T만촌이마트,대구광역시 수성구 동원로 136,053-746-3335,10:00 ~21:00
성서이마트,"대구광역시 달서구 이곡동로24, 2층(이곡동, 이마트 성서점)",053-593-3623,10:00 ~21:00
T성서이마트,"대구광역시 달서구 이곡동로24, 2층(이곡동, 이마트 성서점)",053-593-3623,10:00 ~21:00
성서상설,대구광역시 달서구 달서대로 85길10 (호림동),053-581-3222,10:00 ~21:00
T칠곡홈플러스,대구광역시 북구동암로12길 8 홈플러스칠곡점 (동천점),01048436193,10:00 ~21:00
현대시티대구직영,대구광역시 동구 동대구로454(신천동),053-430-2256,10:00 ~21:00
현대시티대구상설,대구광역시 동구 동대구로454(신천동),053-430-2256,10:00 ~21:00
칠곡홈플러스,대구광역시 북구 동암로 12길 8 (동천동),053-325-4740,10:00 ~21:00
T칠성이마트,"대구시 북구 침산로 93 (칠성동2가, 이마트 칠성점)",053-355-6125,10:00 ~21:00
칠성이마트,"대구광역시 북구 침산로 93(칠성동2가, 이마트 칠성점)",053-355-6125,10:00 ~21:00
롯데율하직영,대구시 동구 안심로 80(율하동) 롯데아울렛 대구율하점 2층,053-960-2666,10:00 ~20:00
롯데율하상설,대구시 동구 안심로 80(율하동) 롯데아울렛 대구율하점 2층,053-960-2666,10:00 ~21:00
롯데대구,대구광역시 북구 태평로 161  (칠성동2가),053-660-3549,10:00 ~20:00
동아수성(백),대구광역시 수성구 지범로 191(범물동) 동아백화점수성점5층,053-783-6228,10:00 ~20:00
현대시티대구아울렛,대구광역시 동구 동대구로454(신천동),053-430-2256,10:00 ~20:00
성서홈플러스,"대구광역시 달서구 달구벌대로1467, 지하1층(용산동)",053-523-3623,10:00 ~21:00
T성서홈플러스,"대구광역시 달서구 달구벌대로1467, 지하1층(용산동)",010-3537-2206,10:00 ~21:00
T동아쇼핑(백),대구광역시 중구 달구벌대로2085 (덕산동) 동아쇼핑5층,070-4109-7726,10:00 ~21:00
T엑스코(대구)NC,대구광역시 북구 유통단지로14길22 (산격동) NC아울렛2층,053-662-9332,10:00 ~21:00
신세계대구점,대구광역시 동구 동부로149 (신천동),053-661-6683,10:00 ~20:00
신세계대구점(행사),대구광역시 동구 동부로149 (신천동),053-661-6683,10:00 ~20:00
롯데대전,대전광역시 서구 계룡로 598(괴정동),042-601-3233,10:00 ~20:00
신탄진대리점,대전 대덕구 신탄진로 829 (신탄진동),042)932-0336,10:00 ~21:00
대전유성홈플러스,대전광역시 유성구 한밭대로 502홈플러스3F,042-822-3351,10:00 ~21:00
대전모다아울렛,"대전광역시 유성구 대정로 5, 모다아울렛 2층(대정동)",042-545-8535,10:00 ~21:00
대전터미널이마트,"대전광역시 동구 동서대로1689, 4층(용전동)",0426248373,10:00 ~21:00
대전세이브존직영,대전 광역시 서구둔산로201 (둔산동),0424846586,10:00 ~21:00
대전세이브존직영상설,대전 광역시 서구둔산로201 (둔산동),0424846586,10:00 ~21:00
대전유성직영상설,"대전광역시 유성구 유성대로 787,1,2층 (장대동)",0428248535,10:00 ~21:00
대전유성직영,"대전광역시 유성구 유성대로 787,1,2층 (장대동)",0428248535,10:00 ~21:00
대전은행직영,대전광역시 중구중앙로 165-1(은행동),0422229188,10:00 ~21:00
T대전유성홈플러스,대전광역시 유성구 한밭대로 502,042-822-3351,10:00 ~21:00
둔산이마트,"대전광역시 서구 둔산북로 41, 3층 (둔산동, 이마트)",042-471-9334,10:00 ~21:00
T둔산이마트,"대전광역시 서구 둔산북로 41, 3층 (둔산동, 이마트)",042-471-9334,10:00 ~21:00
T신탄진대리점,대전 대덕구 신탄진로829 (신탄진동),042-932-0336,10:00 ~21:00
T대전터미널이마트,"대전광역시 동구 동서대로1689, 4층",070-7793-6439,10:00 ~21:00
롯데마트노은점(행사),대전광역시 유성구 북유성대로206 (하기동)？,010-6244-8453,10:00 ~21:00
사직홈플러스,부산광역시 연제구 종합운동장로 7(거제동) 홈플러스1층,051- 507-3932,10:00 ~21:00
동래홈플러스,부산광역시 동래구 중앙대로 1523(온천동) 홈플러스지하2F,051- 553-3933,10:00 ~21:00
롯데센텀,부산광역시 해운대구 센텀남대로 59  (우동),051-730-3561,10:00 ~20:00
해운대NC,부산광역시 해운대구 해운대로 813(좌동) NC백화점,051-709-5745,10:00 ~20:00
롯데동래,부산광역시 동래구 중앙대로 1393(온천동),051-668-4576,10:00 ~20:00
T괴정뉴코아,부산 사하구 사하로 190(뉴코아아울렛괴정점2F),051-209-5277,10:00 ~21:00
용호동,부산광역시 남구 용호로 149 (용호동),051)621-1441,10:00 ~21:00
현대부산,"부산광역시 동구 범일로 125(범일동,현대백화점 6층)",051-667-0669,10:00 ~20:00
사상이마트(정상신발),부산광역시 사상구 광장로 17 (괘법동),070-4242-8369,10:00 ~21:00
사상애플,부산광역시 사상구 사상로 201(괘법동) 애플아울렛1층,051)559-6284,10:00 ~21:00
T해운대NC,"부산광역시 해운대구 해운대로 813, NC백화점",051-709-5745,10:00 ~21:00
연제이마트,"부산 연제구 연수로 89연산동, 신세계연제점E마트",051-853-7037,10:00 ~21:00
사상이마트상설,"부산광역시 사상구 광장로 17 (괘법동)괘법동, 이마트",070-4242-8369,10:00 ~21:00
사상롯데마트,"부산광역시 사상구 낙동대로 733, 롯데마트 3층(엄궁동)",051-326-4939,10:00 ~21:00
화명롯데마트,부산광역시 북구 화명대로 47(화명동) 롯데마트2층,010-8450-0470,10:00 ~21:00
괴정뉴코아,부산 사하구 사하로 190(뉴코아아울렛괴정점5F),051-209-5277,10:00 ~20:00
롯데부산,부산시 부산진구 가야대로 772 (부전동) 롯데백화점,051-810-4577,10:00 ~20:00
[폐점]특판부산점,부산광역시 해운대구 해운대로309,051-746-9724,10:00 ~21:00
롯데동부산직영,부산 기장군 기장읍 기장해안로 147 롯데아울렛 동부산점  2층,051-901-2640,10:00 ~20:00
롯데동부산상설,부산 기장군 기장읍 기장해안로 147 롯데아울렛 동부산점  2층,051-901-2640,10:00 ~21:00
롯데광복,부산광역시 중구 중앙대로 2(중앙동7가),051-678-3767,10:00 ~20:00
남천메가마트,부산 수영구 황령대로 521(남천동 메가마트 내),051-628-7007,10:00 ~21:00
T동래홈플러스,부산광역시 동래구 중앙대로 1523홈플러스지하2F (온천동),01055158223,10:00 ~21:00
T화명롯데마트,부산광역시 북구 화명대로 47롯데마트 2층(화명동),01084500470,10:00 ~21:00
덕천직영상설,부산 광역시 북구만덕대로 11-1(덕천동),010-2088-7897,10:00 ~21:00
덕천직영,부산광역시 북구만덕대로 11-1(덕천동),0519119192,10:00 ~21:00
범내직영점,부산광역시 부산진구범일로 157-1. 1층 (범천동),051-632-2455,10:00 ~21:00
범내직영상설,"부산광역시 부산진구범일로 157-1, 1층(범천동)",051-632-2455,10:00 ~21:00
부산대NC,"부산광역시금정구 부산대학로 63 4층(장전동,NC백화점)부산광역시금정구 부산대학로 63 4층(장전동,NC백화점)",051-509-7339,10:00 ~21:00
T사상롯데마트,"부산광역시 사상구 낙동대로 733, 롯데마트 3층(엄궁동)",051-326-4939,10:00 ~21:00
T연제이마트,부산 연제구 연수로 89,051-853-7037,10:00 ~21:00
서면NC,부산광역시 부산진구 동천로 92 (전포동),051-794-7148,10:00 ~20:00
서면NC상설,부산광역시 부산진구 동천로 92 (전포동),051-794-7148,10:00 ~20:00
신세계센텀,부산 해운대구 센텀남대로 35(우동) 신세계센텀시티,051-745-1658,10:00 ~20:00
T남천메가마트,부산광역시 수영구 황령대로 521(메가마트내),051-628-7007,10:00 ~21:00
T사직홈플러스,부산광역시 연제구 종합운동장로 7 홈플러스 1층,051-507-3932,10:00 ~21:00
T사상애플,부산광역시 사상구 괘법동 534-1,051-316-7770,10:00 ~21:00
T사상이마트상설,부산광역시 사상구 광장로 17 (괘법동),070-4242-8369,10:00 ~21:00
문현이마트,"부산광역시 남구전포대로91번김 47, 3층",0516323542,10:00 ~21:00
반여상설,"부산광역시 해운대구 선수촌로145, 재1호동 4호(반여동)",051-529-1661,10:00 ~21:00
세정웅상상설,경남 양산시 웅상대로1540(2층) 프로스펙스,055-366-3803,10:00 ~21:00
T용호동,부산광역시 남구 용호로149 (용호동),051-621-1441,10:00 ~21:00
동래메가마트,"부산광역시 동래구 충렬대로197 (명륜동, 동래메가마트)",051-558-0591,10:00 ~21:00
T동래메가마트,"부산광역시 동래구 충렬대로197 (명륜동, 동래메가마트)",051-558-0591,10:00 ~21:00
T부산대NC,"부산광역시 금정구 부산대학로63 4층(장전동,NC백화점)",051-509-7339,10:00 ~21:00
이마트금정점,"부산광역시 금정구 중앙대로1841번길 24, 2층(구서동, 이마트)",051-581-7241,10:00 ~21:00
이마트금정점(행사),"부산광역시 금정구 중앙대로1841번길 24, 2층(구서동, 이마트)",051-581-7241,10:00 ~21:00
롯데마트부산점(행사),부산광역시 부산진구 신천대로241 (부암동),010-6244-8453,10:00 ~21:00
롯데마트사하점(행사),부산광역시 사하구 을숙도대로610 (장림동),010-6244-8453,10:00 ~21:00
광덕물산아울렛,부산시 북구 기찰로181-10(만덕동),010-3721-1252,10:00 ~21:00
이마트해운대점,"부산 해운대구 좌동순환로511, 2층 프로스펙스(중동, 이마트)",010-2028-8521,10:00 ~21:00
이마트해운대점(행사),"부산 해운대구 좌동순환로511, 2층 프로스펙스(중동, 이마트)",010-2028-8521,10:00 ~21:00
T가양이마트,서울특별시 강서구 양천로 559(가양동) 이마트 가양점,02-3661-2667,10:00 ~21:00
롯데김포,서울시 강서구 하늘길 38롯데백화점 김포공항점,02-6116-3464,10:00 ~20:00
영등포이마트,서울특별시 영등포구 영중로 15(영등포동4가) 이마트 영등포점,02-2658-8927,10:00 ~21:00
가양이마트,서울특별시 강서구 양천로 559(가양동) 이마트 가양점,02-3661-2667,10:00 ~21:00
롯데서울역직영,서울시 중구 한강대로 405 롯데아울렛 서울역점 4층,02-6965-2802,10:00 ~20:00
영등포이마트몰(폐점),서울특별시 영등포구 영중로 15(영등포동 4가),02-2658-8927,10:00 ~21:00
롯데영등포,서울특별시 영등포구 경인로 846  (영등포동),02-2164-5469,10:00 ~20:00
롯데잠실,"서울시 송파구 올림픽로 240 (잠실동, 롯데백화점 7층)",02-2143-7572,10:00 ~20:00
신세계영등포,서울시 영등포구 영중로 9(영등포동 4가) 신세계백화점,02-2639-1531,10:00 ~20:00
은평이마트상설,서울특별시 은평구 은평로 111(응암동) 이마트 은평점,02-388-6794,10:00 ~21:00
응암동,서울특별시 은평구 응암로 184-1(응암동),02)305-2667,10:00 ~21:00
방학홈플러스,서울특별시 도봉구 도봉로 678홈플러스 방학점,02-3494-6558,10:00 ~21:00
신림동,서울특별시 관악구 신림로 361(신림동),02)883-0700,10:00 ~21:00
문정HYS(상설),서울특별시 송파구 동남로 133,02)448-9189,10:00 ~21:00
용산상설매장,서울시 용산구 한강대로 92 LS용산타워 B1층,02)798-3883,평일 09:00 ~ 20:00
수유,서울특별시 강북구 수유1동 91-4,02)989-5695,10:00 ~21:00
롯데노원,서울특별시 노원구 동일로 1414(상계동),02-950-2871,10:00 ~20:00
롯데미아,서울특별시 강북구 도봉로 62(미아동),02-944-2577,10:00 ~20:00
롯데서울역상설,서울시 중구 한강대로 405 롯데아울렛 서울역점 4층,02-6965-2802,10:00 ~21:00
T강서NC,서울특별시 강서구 강서로 56길 17(등촌동) NC백화점 강서점,010-8562-1432,10:00 ~21:00
T상봉이마트,서울특별시 중랑구 상봉로 118이마트 상봉점,02-437-6708,10:00 ~21:00
노원직영점,서울 노원구 동일로1396,029358100,10:00 ~21:00
신세계본점,서울시 중구 소공로 63(충무로 1가) 신세계백화점8층,02-310-1466,10:00 ~20:00
구의테크노마트,서울특별시 광진구 광나루로56길 85(구의동) 테크노마트,02)3424-1534,10:00 ~21:00
구로W몰상설(신발),서울특별시 금천구 가산동 60-27W-MAIL,02)2081-0543,10:00 ~21:00
구로W몰상설,서울특별시 금천구 가산동 60-27W-MALL,02)2081-0543,10:00 ~21:00
성수이마트,서울특별시 성동구 뚝섬로 379(성수동2가) 이마트 성수점,02-465-3763,10:00 ~21:00
상봉이마트,서울특별시 중랑구 상봉로 118이마트 상봉점,02-437-6708,10:00 ~21:00
은평이마트,서울특별시 은평구 은평로 111(응암동) 이마트 은평점,02-388-6794,10:00 ~21:00
왕십리이마트,서울 성동구 행당동 168-151이마트 왕십리점,02-2200-1133,10:00 ~21:00
서울역롯데마트,서울특별시 중구 청파로 426롯데마트 서울역점,070-8805-4222,10:00 ~21:00
신장위동,서울특별시 성북구 장위로 238-96,02)941-3477,10:00 ~21:00
신면목,서울특별시 중랑구 사가정로 395,02)435-5673,10:00 ~21:00
태능,서울특별시 중랑구 숙선옹주로 5,02)973-4876,10:00 ~21:00
현대신촌,서울 서대문 신촌로 83(창천동) 현대백화점 U-Plex 7층,02)3145-2637,10:00 ~20:00
현대천호,서울 강동구 천호대로 1015-14(천호동) 현대백화점 9층,02)2225-7739,10:00 ~20:00
현대목동,서울 양천구 목동동로 257(목동) 현대백화점 별관 1층,02)2163-3559,10:00 ~20:00
현대미아,서울시 성북구 동소문로 315(길음동) 현대백화점 6층,02)2117-1678,10:00 ~20:00
노원세이브존,"서울특별시 노원구 한글비석로 57(하계동, 1층)",02-977-0198,10:00 ~21:00
T금천홈플러스,서울특별시 금천구 시흥대로 391,028969377,10:00 ~21:00
금천홈플러스,서울특별시 금천구 시흥대로 391,02-896-9377,10:00 ~21:00
T월계이마트,서울 노원구 월계동 333-1 이마트 2층,02-948-0022,10:00 ~21:00
T노원세이브존,"서울특별시 노원구 한글비석로 57(하계동, 1층)",02-977-0198,10:00 ~21:00
롯데청량리,서울특별시 동대문구 왕산로 214(전농동),02-3707-1626,10:00 ~20:00
T성수이마트,서울특별시 성동구 뚝섬로 379  (성수동2가)  이마트 성수점,02-465-3763,10:00 ~21:00
T왕십리이마트,서울 성동구 행당동 168-1 이마트 왕십리점,02-2200-1133,10:00 ~21:00
T은평이마트,서울 은평구 은평로 111 (응암동) 이마트은평점4층,02-388-6794,10:00 ~21:00
T춘천이마트,강원도 춘천시 경춘로 2353이마트 춘천점,,10:00 ~21:00
문정HYS,서울특별시 송파구 동남로 133,02-448-9189,10:00 ~21:00
봉천동,서울특별시 관악구 관악로 200(봉천동),02)882-3024,10:00 ~21:00
신대방,서울시 동작구 대방동대방동 336-5,02-815-3306,10:00 ~21:00
아트몰장안점,"서울시 동대문구 답십리로288, 2층",0222444753,10:00 ~21:00
T아트몰장안점,"서울시 동대문구 답십리로288, 2층(장안동, 아트몰링)",010-5206-1524,10:00 ~21:00
노원 직영상설점(분점),"서울특별시 노원구 동일로 1396,101호 (상계동, 1층)",01026594964,10:00 ~21:00
노원 직영점(분점),"서울특별시 노원구 동일로 1396,101호 (상계동, 1층)",01026594964,10:00 ~21:00
T신시흥홈플러스,서울 금천구 시흥1동 992-47홈프러스 1층,028053144,10:00 ~21:00
T목동이마트,서울시 양천구 목동 962이마트 목동점 지하1층,01089128570,10:00 ~21:00
T상암홈플러스,서울 마포구 성산동 515월드컵홈플러스 2층,01090458570,10:00 ~21:00
신독산,서울특별시 금천구 독산로 359(독산동),02)856-7450,10:00 ~21:00
노원직영상설,서울특별시 노원구 동일로 1396？(상계동) 1층동일로 1396？(상계동) 1층,029358100,10:00 ~21:00
신시흥홈플러스,"서울시 금천구 시흥대로 2011층(시흥동, 시흥홈플러스 프로스펙스)",028053144,10:00 ~21:00
롯데관악,"서울특별시 관악구 봉천로 209(봉천동, 롯데백화점)",02-3289-8577,10:00 ~20:00
T자양이마트,서울 광진구 아차산로 272아차산로 272,010-2337-0565,10:00 ~21:00
청계천이마트,서울특별시 중구 청계천로 400지하1층(황학동 이마트),0220485833,10:00 ~21:00
불광NC,"서울특별시 은평구 불광로 205층 일부(대조동, NC백화점)",02-350-8002,10:00 ~21:00
월계이마트,"서울특별시 노원구 마들로3길 15, 2층(월계마들로 3길 15층",029480022,10:00 ~21:00
T월계이마트,서울시 노월구 마들 3길 15 2층(월계동 이마트내)마들 3길 15,010-4753-5221,10:00 ~21:00
T청계천이마트,서울시 중구 청계천로 400 지하1층(황학동 이마트)서울시 중구 청계천로 400지하1층,010-6319-3199,10:00 ~21:00
T하월곡이마트,"서울시 성북구 종암로 167, 지하1층(하월곡동)",02-942-3362,10:00 ~21:00
하월곡이마트,"서울특별시 성북구 종암로 167, 지하1층(하월곡동)",029429040,10:00 ~21:00
에스마켓,서울시 강남구 영동대로 112길 28 2층,070-4466-7090,10:00 ~21:00
상암홈플러스,서울시 마포구 월드컵로 240 성산동 홈플러스 월드컵점월드컵로 240,07041207410,10:00 ~21:00
T구의엔터식스,서울 광진구 광나루로56길 85(구의엔터식스),02-3424-1534,10:00 ~21:00
T방학홈플러스,서울특별시 도봉구 도봉로 678 홈플러스 방학점,02-3494-6558,10:00 ~21:00
T서울역롯데마트,서울특별시 중구 청파로 426 롯데마트 서울역점,070-8805-4222,10:00 ~21:00
사당태평,서울특별시 동작구동작대로 115 (태평백화점),025345210,10:00 ~21:00
가산마리오쇼핑,"서울특별시 금천구디지털로 185 (가산동, 60-52)",02-2067-2125,10:00 ~20:00
현대가산상설,서울특별시 금천구 디지털로10길 9  현대아울렛 가산점 5층,02-2136-9933,10:00 ~21:00
자양이마트,서울시 광진구 아차산로 272아차산로 272,024529015,10:00 ~21:00
강서NC,서울특별시 강서구 강서로 56길 17(등촌동) NC백화점 강서점,0226679705,10:00 ~20:00
T영등포이마트,서울특별시 영등포구 영중로 15 (영등포동4가) 이마트 영등포점,02-2658-8927,10:00 ~21:00
현대가산직영,서울특별시 금천구 디지털로10길 9  현대아울렛 가산점 5층,02-2136-9933,10:00 ~20:00
아이알코퍼레이션,"서울시 송파구 가락로 11길 13, 201(석촌동)",01062501410,10:00 ~21:00
용산직영점,서울시 용산구 한강대로 92LS용산타워 1층,02)797-3100,평일 09:00 ~ 20:00
용산본사(테스트용),서울시 용산구 한강대로 92LS용산타워 1층,080-710-1020,10:00 ~21:00
강남NC,"서울 서초구 잠원로51, 4층(잠원동, 뉴코아 아울렛 강남점)",02-530-5952,10:00 ~21:00
T강남NC,"서울 서초구 잠원로51, 4층(잠원동, 뉴코아 아울렛 강남점)",02-530-5952,10:00 ~21:00
T응암동,서울특별시 은평구 응암로184-1,02-305-2667,10:00 ~21:00
T신독산,서울특별시 금천구 독산로359,02-856-7450,10:00 ~21:00
T태능,서울특별시 중랑구 숙선옹주로5,02-973-4876,10:00 ~21:00
T사당태평,서울특별시 동작구 동작대로115 (태평백화점),02-534-5210,10:00 ~21:00
송파NC,"서울특별시 송파구 충민로66, 1층(문정동)",0221575553,10:00 ~20:00
T송파NC,"서울특별시 송파구 충민로66, 1층(문정동)",010-2962-2745,10:00 ~20:00
T응암,서울특별시 은평구 응암로184-1,02-305-2667,10:00 ~21:00
T불광NC,"서울특별시 은평구 불광로20  5층 일부(대조동, NC백화점)",02-350-8002,10:00 ~21:00
T중계2001,"서울시 노원구 동일로 204가길46, 지하1층",02-3399-8430,10:00 ~21:00
T수유,서울특별시 강북구 수유1동91-4,02-989-5695,10:00 ~21:00
T신림동,서울특별시 관악구 신림로361,02-883-0700,10:00 ~21:00
배드민턴마켓,서울시 양천구 등촌로192(목동),02-3663-3922,10:00 ~21:00
신당점(행사),서울시 중구 퇴계로418-1 (신당동),010-4740-4132,10:00 ~21:00
신당점,서울시 중구 퇴계로418-1 (신당동),010-4740-4132,10:00 ~21:00
두타몰직영점,서울 중구 장충단로275(을지로6가) 두타몰 지하2층,010-2053-4635,10:00 ~21:00
두타몰직영상설점,서울 중구 장충단로275(을지로6가) 두타몰 지하2층,010-2053-4635,10:00 ~21:00
롯데마트구로점(행사),"서울 은평구 통일로630, 212동 305호(녹번동, 레미안베라힐즈아파트)",01062821566,10:00 ~21:00
울산무거점,울산광역시 남구 대학로 124 (무거동),052-222-2994,10:00 ~21:00
T울산무거점,울산광역시 남구 대학로 124 (무거동),052-222-2994,10:00 ~21:00
언양,울산 울주군 언양읍 남부리 143-2,052)263-1828,10:00 ~21:00
롯데울산,울산광역시 남구 삼산로 288(삼산동),052-960-5321,10:00 ~20:00
진장롯데마트,울산광역시 북구진장유통로 64 2층,01071689097,10:00 ~21:00
T울산세이브점,울산광역시 남구 번영로205번길 9 1층 삼산동 세이브존,01022925001,10:00 ~21:00
T진장롯데마트,울산광역시 북구 진장유통로 64롯데마트 2층 (진장동),01045629097,10:00 ~21:00
T동구홈플러스,울산광역시 동구 방어진순환도로637 홈플러스지하1F (일산동),01081715796,10:00 ~21:00
울산모다아울렛,울산광역시 북구 진장유통로 78-6(진장동),052-935-3062,10:00 ~21:00
울산세이브존,"울산광역시 남구 번영로250번길 9, 1층(삼산동, 세이브존)",0522683477,10:00 ~21:00
동구홈플러스,울산광역시 동구범어진 순환도로 637 1층범어진 순환도로 637 1층,07088373648,10:00 ~21:00
현대울산,울산광역시 남구 삼산로 261(삼산동) 현대백화점  7,052)228-0616,10:00 ~20:00
T언양,울산 울주군 언양읍 남부리143-2,052-263-1828,10:00 ~21:00
울산중구홈플러스,"울산광역시 중구 변영로475(복산동, 흄플러스울산점)",010-2791-3580,10:00 ~21:00
T울산중구홈플러스,"울산광역시 중구 변영로475(복산동, 흄플러스울산점)",010-2791-3580,10:00 ~21:00
인천HYS,인천광역시 부평구 부평대로 51,032-522-4133,10:00 ~21:00
연수VPLUS상설,인천광역시 연수구 용담로 14V-PLUS 연수점,032-817-7679,10:00 ~21:00
연수이마트,인천광역시 연수구 경원대로 184(동춘동) 이마트 연수점,032-817-6197,10:00 ~21:00
만수동대리점,인천광역시 남동구 만수로 63(만수동),032)463-8500,10:00 ~21:00
삼산롯데마트,인천광역시 부평구 길주로 623롯데마트 삼산점,032-363-2117,10:00 ~21:00
연수V.PLUS(신발),인천광역시 연수구 용담로 14V-PLUS 연수점,032-817-7679,10:00 ~21:00
서인천,인천광역시 서구 가정로 201  (석남동)(석남동),032-573-3244,10:00 ~21:00
부평아이즈빌,인천광역시 부평구 마장로 489아이즈빌아울렛 1142호,032-270-2465,10:00 ~21:00
동인천,인천광역시 중구 우현로 83(인형동),032)762-8778,10:00 ~21:00
인천HYS(상설),인천광역시 부평구 부평대로51,032)522-4133,10:00 ~21:00
신포,인천광역시 중구 제물량로 166번길 38-1,032)763-4141,10:00 ~21:00
T연수이마트,인천광역시 연수구 경원대로 184 (동춘동) 이마트 연수점 지하,032-817-6197,10:00 ~21:00
강화복합,인천광역시 강화군 강화읍강화대로 398,032-934-2565,10:00 ~21:00
강화복합상설,인천광역시 강화군 강화읍강화대로 398,032-934-2565,10:00 ~21:00
롯데항동상설,인천광역시 중구 서해대로 209번길 2 롯데아울렛 2층,032-728-2707,10:00 ~21:00
T삼산롯데마트,인천 부평구 삼산동465-1 롯데마트 1층,01091629140,10:00 ~21:00
NC인천점,"인천광역시 남동구인하로 485, 4층(구월동)",032-421-8188,10:00 ~21:00
인천모다아울렛,"인천광역시 서구 북항로 32번안길 50(원창동,모다아울렛)북항로 32번안길 50(원창동,모다아울렛)",0322887710,10:00 ~21:00
구월,인천광역시 남동구인주대로 511-1(구월동 1층),032-423-0016,10:00 ~21:00
T부평롯데마트,인천 부평구 마장로 296 부평롯데마트 1층,032-511-8211,10:00 ~21:00
부평롯데마트,인천 부평구 마장로 296 부평롯데마트 1층,032-511-8211,10:00 ~21:00
계산동대리점,"인천시 계양구 계양대로189, 1층(계산동, 스위트탑빌딩)",032-212-0138,10:00 ~21:00
T계산동대리점,"인천시 계양구 계양대로189, 1층(계산동, 스위트탑빌딩)",010-2257-2799,10:00 ~21:00
인하홈플러스,"인천광역시 미추홀구 소성로6, 1층 11F (학익동, 홈플러스 인하점)",010-8714-4176,10:00 ~21:00
T인천NC,"인천광역시 남동구 인하로485, 4층(구월동)",032-421-8188,10:00 ~21:00
T구월,인천광역시 남동구 인주대로511-1,032-423-0016,10:00 ~21:00
T부평아이즈빌,인천광역시 부평구 마장로489 아이즈빌 1142호,032-270-2465,10:00 ~21:00
롯데마트계양점(행사),인천광역시 계양구 장제로822 (계산동),010-6244-8453,10:00 ~21:00
롯데마트검단점(행사),인천광역시 서구 원당대로581(마전동),010-6244-8453,10:00 ~21:00
롯데마트청라점(행사),인천광역시 서구 청라커낼로252,010-6244-8453,10:00 ~21:00
목포직영점,전라남도 목포시 영산로75번길 16-2(명륜동),061-247-0700,10:00 ~21:00
목포하당,전라남도 목포시 상동1012-7,061-284-0304,10:00 ~21:00
여수,전라남도 여수시 통제영3길 10-6 (교동),061)662-1130,10:00 ~21:00
강진점,전남 강진군 강진읍 중앙로 128-1,061-434-1551,10:00 ~21:00
고흥,전라남도 고흥군도양읍 비봉로 136,0618421993,10:00 ~21:00
T여천롯데마트,전라남도 여수시무선로 187 롯데마트,01036470278,10:00 ~21:00
순천모다직영상설,전라남도 순천시 해룡면 남가리 43-21층 모다아울렛 순천점,061-902-8025,10:00 ~21:00
순천NC,전라남도 순천시 비봉2길 221층(조례동),061-720-5945,10:00 ~20:00
목포하당상설,전남 목포시 상동1012-7,061-284-0304,10:00 ~21:00
광양HYS,전라남도 광양시 광양읍순광로 3층 LF 스퀘어 광양점,061-815-4824,10:00 ~21:00
순천중앙점,전라남도 순천시 시민로37-1(남내동)시민로37-1(남내동),061-752-9999,10:00 ~21:00
여천롯데마트,"전라남도 여수시 무선로 187(선원동,2층)",010-3647-0278,10:00 ~21:00
T고흥,전라남도 고흥군 도양읍 비봉로136,0618421993,10:00 ~21:00
T여수,전라남도 여수시 통제영3길10-6 (교동),061-662-1130,10:00 ~21:00
롯데남악상설,전라남도 무안군 삼향읍 남악로162번길 80,010-4527-0304,10:00 ~21:00
롯데남악직영,전라남도 무안군 삼향읍 남악로162번길 80,010-4527-0304,10:00 ~21:00
T화순,전남 화순군 화순읍 중앙로75,061-373-6591,10:00 ~21:00
T순천NC,전라남도 순천시 비봉2길22 1층(조례동),061-720-5945,10:00 ~20:00
